[(0,100,0), (100,100,0), (50,50,50)]
[(0,0,0), (0,100,0), (50,50,50)]
[(0,0,0), (100,0,0), (50,50,50)]
[(100,0,0), (100,100,0), (50,50,50)]
[(0,100,0), (100,100,0), (50,83.3333,16.6667)]
[(0,100,0), (100,100,0), (50,94.4445,5.55556)]
[(0,100,0), (100,100,0), (50,98.1482,1.85185)]
[(0,100,0), (50,94.4445,5.55556), (50,98.1482,1.85185)]
[(100,100,0), (50,94.4445,5.55556), (50,98.1482,1.85185)]
[(0,100,0), (50,94.4445,5.55556), (50,98.1482,1.85185)]
[(100,100,0), (50,94.4445,5.55556), (50,98.1482,1.85185)]
[(0,100,0), (50,94.4445,5.55556), (50,98.1482,1.85185)]
[(100,100,0), (50,94.4445,5.55556), (50,98.1482,1.85185)]
[(0,0,0), (0,100,0), (16.6667,50,16.6667)]
[(0,0,0), (0,100,0), (5.55556,50,5.55556)]
[(0,0,0), (0,100,0), (1.85185,50,1.85185)]
[(0,0,0), (5.55556,50,5.55556), (1.85185,50,1.85185)]
[(0,100,0), (5.55556,50,5.55556), (1.85185,50,1.85185)]
[(0,0,0), (5.55556,50,5.55556), (1.85185,50,1.85185)]
[(0,100,0), (5.55556,50,5.55556), (1.85185,50,1.85185)]
[(0,0,0), (5.55556,50,5.55556), (1.85185,50,1.85185)]
[(0,100,0), (5.55556,50,5.55556), (1.85185,50,1.85185)]
[(0,0,0), (100,0,0), (50,16.6667,16.6667)]
[(0,0,0), (100,0,0), (50,5.55556,5.55556)]
[(0,0,0), (100,0,0), (50,1.85185,1.85185)]
[(0,0,0), (50,5.55556,5.55556), (50,1.85185,1.85185)]
[(100,0,0), (50,5.55556,5.55556), (50,1.85185,1.85185)]
[(0,0,0), (50,5.55556,5.55556), (50,1.85185,1.85185)]
[(100,0,0), (50,5.55556,5.55556), (50,1.85185,1.85185)]
[(0,0,0), (50,5.55556,5.55556), (50,1.85185,1.85185)]
[(100,0,0), (50,5.55556,5.55556), (50,1.85185,1.85185)]
[(100,0,0), (100,100,0), (83.3333,50,16.6667)]
[(100,0,0), (100,100,0), (94.4445,50,5.55556)]
[(100,0,0), (100,100,0), (98.1482,50,1.85185)]
[(100,0,0), (94.4445,50,5.55556), (98.1482,50,1.85185)]
[(100,100,0), (94.4445,50,5.55556), (98.1482,50,1.85185)]
[(100,0,0), (94.4445,50,5.55556), (98.1482,50,1.85185)]
[(100,100,0), (94.4445,50,5.55556), (98.1482,50,1.85185)]
[(100,0,0), (94.4445,50,5.55556), (98.1482,50,1.85185)]
[(100,100,0), (94.4445,50,5.55556), (98.1482,50,1.85185)]
